node,degree,wdegree,pagerank,is_oncokb,betweenness,closeness,clustering,degree_rank,wdegree_rank,pagerank_rank,betweenness_rank,closeness_rank,clustering_rank,is_cosmic,is_tcga
ATP1A3,2,1.642,5.8089722485434264e-05,False,0.0,0.0,0.0,5374.0,6504.0,6980.0,1.0,1.0,2273.0,False,False
ALG6,2,1.794,8.972484001987241e-05,False,0.0,0.0,0.0,5374.0,5864.0,4578.0,1.0,1.0,2273.0,False,False
TIMM44,2,1.783,5.156024168551667e-05,False,0.0,0.0,0.0,5374.0,5903.0,7584.0,1.0,1.0,2273.0,False,False
TXNL4B,2,1.6139999999999999,3.7394955333017014e-05,False,0.0,0.0,0.0,5374.0,6649.0,9079.0,1.0,1.0,2273.0,False,False
STOM,2,1.62,0.00014543230743556244,False,0.0,0.0,0.0,5374.0,6619.0,1626.0,1.0,1.0,2273.0,False,False
S100A10,2,1.6070000000000002,6.574882251154384e-05,False,0.0,0.0,0.0,5374.0,6682.0,6375.0,1.0,1.0,2273.0,False,False
NRG3,2,1.738,6.628983369435464e-05,False,0.0,0.0,0.0,5374.0,6083.0,6333.0,1.0,1.0,2273.0,False,False
BBOX1,2,1.6,0.0001454323074355625,False,0.0,0.0,0.0,5374.0,6720.0,1606.0,1.0,1.0,2273.0,False,False
HOXB2,2,1.486,8.619067362453381e-05,False,0.0,0.0,0.0,5374.0,7103.0,4819.0,1.0,1.0,2273.0,False,False
IFT140,2,1.645,9.241278619212183e-05,False,0.0,0.0,0.0,5374.0,6495.0,4419.0,1.0,1.0,2273.0,False,False
MUC21,2,1.728,0.00010248402674257757,False,0.0,0.0,0.0,5374.0,6119.0,3186.0,1.0,1.0,2273.0,False,False
RGS12,2,1.714,4.983429634624447e-05,False,0.0,0.0,0.0,5374.0,6184.0,7735.0,1.0,1.0,2273.0,False,False
ATP2B2,2,1.682,6.542473273151949e-05,False,0.0,0.0,0.0,5374.0,6341.0,6403.0,1.0,1.0,2273.0,False,False
CLUAP1,2,1.7309999999999999,8.661541168831786e-05,False,0.0,0.0,0.0,5374.0,6106.0,4795.0,1.0,1.0,2273.0,False,False
CDKN2D,2,1.725,4.6413263897592246e-05,False,0.0,0.0,0.0,5374.0,6135.0,8102.0,1.0,1.0,2273.0,False,False
TXLNG,2,1.593,4.5504097402712045e-05,False,0.0,0.0,0.0,5374.0,6741.0,8189.0,1.0,1.0,2273.0,False,False
IRAK3,2,1.496,4.045530304405412e-05,False,0.0,0.0,0.0,5374.0,7064.0,8725.0,1.0,1.0,2273.0,False,False
SMG1,2,1.641,3.887607665707455e-05,True,0.0,0.0,0.0,5374.0,6511.0,8908.0,1.0,1.0,2273.0,False,False
PLCD4,2,1.822,6.387419254576626e-05,False,0.0,0.0,0.0,5374.0,5766.0,6535.0,1.0,1.0,2273.0,False,False
VPS13A,2,1.532,7.759437562895122e-05,False,0.0,0.0,0.0,5374.0,6950.0,5414.0,1.0,1.0,2273.0,False,False
IFNA14,2,1.834,4.826315677523589e-05,False,0.0,0.0,0.0,5374.0,5721.0,7888.0,1.0,1.0,2273.0,False,False
RD3,2,1.56,0.00014543230743556247,False,0.0,0.0,0.0,5374.0,6859.0,1622.0,1.0,1.0,2273.0,False,False
FABP6,2,1.5539999999999998,5.1927495033587316e-05,False,0.0,0.0,0.0,5374.0,6879.0,7546.0,1.0,1.0,2273.0,False,False
CYP2C8,2,1.8780000000000001,6.041610272252444e-05,False,0.0,0.0,0.0,5374.0,5595.0,6810.0,1.0,1.0,2273.0,False,False
CT47A4,2,1.638,9.796984278590641e-05,False,0.0,0.0,0.0,5374.0,6527.0,3443.0,1.0,1.0,2273.0,False,False
CT47A10,2,1.818,0.00010622850080694828,False,0.0,0.0,0.0,5374.0,5777.0,3033.0,1.0,1.0,2273.0,False,False
TMEM199,2,1.915,5.5251767562595457e-05,False,0.0,0.0,0.0,5374.0,5512.0,7199.0,1.0,1.0,2273.0,False,False
GNG10,2,1.828,5.9383703368325704e-05,False,0.0,0.0,0.0,5374.0,5744.0,6894.0,1.0,1.0,2273.0,False,False
KLC3,2,1.9060000000000001,5.181034051355873e-05,False,0.0,0.0,0.0,5374.0,5537.0,7557.0,1.0,1.0,2273.0,False,False
ADGRG2,2,1.522,5.661065504485561e-05,False,0.0,0.0,0.0,5374.0,6982.0,7083.0,1.0,1.0,2273.0,False,False
NR5A2,2,1.534,4.311450295846785e-05,False,0.0,0.0,0.0,5374.0,6944.0,8424.0,1.0,1.0,2273.0,False,False
LHPP,2,1.452,3.898035563498384e-05,False,0.0,0.0,0.0,5374.0,7183.0,8898.0,1.0,1.0,2273.0,False,False
GTF3C3,2,1.669,7.519234476562961e-05,False,0.0,0.0,0.0,5374.0,6394.0,5587.0,1.0,1.0,2273.0,False,False
S100A11,2,1.736,7.713559239071789e-05,False,0.0,0.0,0.0,5374.0,6086.0,5442.0,1.0,1.0,2273.0,False,False
TMEM116,2,1.512,4.868412019257617e-05,False,0.0,0.0,0.0,5374.0,7018.0,7846.0,1.0,1.0,2273.0,False,False
ATP13A2,2,1.549,7.693547135546515e-05,False,0.0,0.0,0.0,5374.0,6897.0,5456.0,1.0,1.0,2273.0,False,False
G3BP2,2,1.49,7.950355757842464e-05,False,0.0,0.0,0.0,5374.0,7086.0,5277.0,1.0,1.0,2273.0,False,False
DAZ3,2,1.65,5.7811068367323405e-05,False,0.0,0.0,0.0,5374.0,6471.0,6995.0,1.0,1.0,2273.0,False,False
MUSK,2,1.603,9.908574723579032e-05,False,0.0,0.0,0.0,5374.0,6705.0,3374.0,1.0,1.0,2273.0,False,False
NTF4,2,1.6280000000000001,4.732828255299632e-05,False,0.0,0.0,0.0,5374.0,6570.0,7998.0,1.0,1.0,2273.0,False,False
SLX4IP,2,1.7349999999999999,5.056627364805848e-05,False,0.0,0.0,0.0,5374.0,6092.0,7672.0,1.0,1.0,2273.0,False,False
FGF12,2,1.905,5.899386555772022e-05,True,0.0,0.0,1.0,5374.0,5540.0,6924.0,1.0,1.0,1.0,False,False
COL27A1,2,1.407,5.5911753607241776e-05,False,0.0,0.0,0.0,5374.0,7249.0,7142.0,1.0,1.0,2273.0,False,False
RAPGEF5,2,1.836,5.4821886740994694e-05,False,0.0,0.0,0.0,5374.0,5706.0,7240.0,1.0,1.0,2273.0,False,False
COQ4,2,1.8599999999999999,7.164216187960567e-05,False,0.0,0.0,0.0,5374.0,5645.0,5883.0,1.0,1.0,2273.0,False,False
PRSS3,2,1.505,7.667247261173316e-05,False,0.0,0.0,0.0,5374.0,7044.0,5475.0,1.0,1.0,2273.0,False,False
BORCS7,2,1.9969999999999999,0.00012287734216079692,False,0.0,0.0,0.0,5374.0,5389.0,2303.0,1.0,1.0,2273.0,False,False
BLOC1S1,2,1.9969999999999999,0.00012287734216079692,False,0.0,0.0,0.0,5374.0,5389.0,2303.0,1.0,1.0,2273.0,False,False
TSN,2,1.79,5.5935032199560386e-05,False,0.0,0.0,0.0,5374.0,5876.0,7141.0,1.0,1.0,2273.0,False,False
DIAPH1,2,1.685,7.652197411489378e-05,False,0.0,0.0,0.0,5374.0,6332.0,5487.0,1.0,1.0,2273.0,False,False
FNIP2,2,1.6600000000000001,5.047067405296981e-05,False,0.0,0.0,0.0,5374.0,6438.0,7681.0,1.0,1.0,2273.0,False,False
CCDC62,2,1.593,7.459748657033435e-05,False,0.0,0.0,0.0,5374.0,6741.0,5642.0,1.0,1.0,2273.0,False,False
C8A,2,1.462,5.5225029133912494e-05,False,0.0,0.0,0.0,5374.0,7158.0,7203.0,1.0,1.0,2273.0,False,False
PDIA4,2,1.9809999999999999,6.081649099068341e-05,False,0.0,0.0,0.0,5374.0,5415.0,6770.0,1.0,1.0,2273.0,False,False
CNTNAP1,2,1.587,0.00012648298708438867,False,0.0,0.0,0.0,5374.0,6766.0,2158.0,1.0,1.0,2273.0,False,False
POLI,2,1.738,4.0400754146856996e-05,False,0.0,0.0,0.0,5374.0,6083.0,8731.0,1.0,1.0,2273.0,False,False
MAP1S,2,1.7349999999999999,6.891880950448244e-05,False,0.0,0.0,0.0,5374.0,6092.0,6129.0,1.0,1.0,2273.0,False,False
SDHAF1,2,1.615,6.933150788908884e-05,False,0.0,0.0,0.0,5374.0,6641.0,6081.0,1.0,1.0,2273.0,False,False
DCTD,2,1.812,5.221938060923183e-05,False,0.0,0.0,0.0,5374.0,5806.0,7517.0,1.0,1.0,2273.0,False,False
CDH19,2,1.4929999999999999,6.311414527942656e-05,False,0.0,0.0,0.0,5374.0,7073.0,6584.0,1.0,1.0,2273.0,False,False
NTNG2,2,1.75,9.814510032465801e-05,False,0.0,0.0,0.0,5374.0,6024.0,3435.0,1.0,1.0,2273.0,False,False
NKAIN1,2,1.74,7.219827775422979e-05,False,0.0,0.0,0.0,5374.0,6078.0,5834.0,1.0,1.0,2273.0,False,False
TXNDC9,2,1.599,4.4613462188953526e-05,False,0.0,0.0,0.0,5374.0,6723.0,8282.0,1.0,1.0,2273.0,False,False
PLCH2,2,1.646,5.3421836515864535e-05,False,0.0,0.0,0.0,5374.0,6491.0,7387.0,1.0,1.0,2273.0,False,False
LCE4A,2,1.783,8.501779351988439e-05,False,0.0,0.0,0.0,5374.0,5903.0,4902.0,1.0,1.0,2273.0,False,False
CYP11B2,2,1.919,6.604776098642641e-05,False,0.0,0.0,0.0,5374.0,5502.0,6354.0,1.0,1.0,2273.0,False,False
OR51E2,2,1.624,6.380848511961322e-05,False,0.0,0.0,0.0,5374.0,6600.0,6540.0,1.0,1.0,2273.0,False,False
TSPYL2,2,1.522,4.2527909181439215e-05,False,0.0,0.0,0.0,5374.0,6982.0,8494.0,1.0,1.0,2273.0,False,False
ATP1B1,2,1.745,9.211563680431351e-05,False,0.0,0.0,0.0,5374.0,6048.0,4443.0,1.0,1.0,2273.0,False,False
PPP1R3F,2,1.834,6.749929626866643e-05,False,0.0,0.0,0.0,5374.0,5721.0,6245.0,1.0,1.0,2273.0,False,False
GNAZ,2,1.506,7.137171601515123e-05,False,0.0,0.0,0.0,5374.0,7040.0,5901.0,1.0,1.0,2273.0,False,False
PRPS1,2,1.491,8.794510895766533e-05,False,0.0,0.0,0.0,5374.0,7081.0,4709.0,1.0,1.0,2273.0,False,False
IMMP1L,2,1.836,7.93159119341239e-05,False,0.0,0.0,0.0,5374.0,5706.0,5297.0,1.0,1.0,2273.0,False,False
RPP21,2,1.996,6.34685870771975e-05,False,0.0,0.0,0.0,5374.0,5393.0,6559.0,1.0,1.0,2273.0,False,False
RRAGC,2,1.6789999999999998,6.895530809810128e-05,True,0.0,0.0,0.0,5374.0,6358.0,6124.0,1.0,1.0,2273.0,False,False
POLB,2,1.4889999999999999,7.902477206705393e-05,False,0.0,0.0,0.0,5374.0,7092.0,5317.0,1.0,1.0,2273.0,False,False
ATG2A,2,1.745,5.7842053874419174e-05,False,0.0,0.0,0.0,5374.0,6048.0,6993.0,1.0,1.0,2273.0,False,False
TRIM50,2,1.512,5.849769559273539e-05,False,0.0,0.0,0.0,5374.0,7018.0,6951.0,1.0,1.0,2273.0,False,False
PSMF1,2,1.535,4.553004904977539e-05,False,0.0,0.0,0.0,5374.0,6940.0,8185.0,1.0,1.0,2273.0,False,False
ALG3,2,1.987,0.00010533640210259467,False,0.0,0.0,0.0,5374.0,5408.0,3072.0,1.0,1.0,2273.0,False,False
GP1BB,2,1.7189999999999999,5.119012919068223e-05,False,0.0,0.0,0.0,5374.0,6162.0,7619.0,1.0,1.0,2273.0,False,False
WNT5A,2,1.955,6.0802537055896816e-05,False,0.0,0.0,0.0,5374.0,5450.0,6774.0,1.0,1.0,2273.0,False,False
SCN4A,2,1.8290000000000002,7.178694799004576e-05,False,0.0,0.0,0.0,5374.0,5736.0,5868.0,1.0,1.0,2273.0,False,False
RNASEH1,2,1.6589999999999998,5.0245550696013514e-05,False,0.0,0.0,0.0,5374.0,6446.0,7702.0,1.0,1.0,2273.0,False,False
OPRD1,2,1.714,6.20347625656985e-05,False,0.0,0.0,0.0,5374.0,6184.0,6673.0,1.0,1.0,2273.0,False,False
MYO10,2,1.943,5.7520508966114234e-05,False,0.0,0.0,0.0,5374.0,5468.0,7017.0,1.0,1.0,2273.0,False,False
FBXL18,2,1.746,5.487379394515458e-05,False,0.0,0.0,0.0,5374.0,6044.0,7234.0,1.0,1.0,2273.0,False,False
KIR2DL3,2,1.919,7.436892220136313e-05,False,0.0,0.0,0.0,5374.0,5502.0,5670.0,1.0,1.0,2273.0,False,False
KIR3DL3,2,1.8050000000000002,8.51814997933851e-05,False,0.0,0.0,0.0,5374.0,5825.0,4890.0,1.0,1.0,2273.0,False,False
VPS52,2,1.917,7.905256205746267e-05,False,0.0,0.0,0.0,5374.0,5506.0,5315.0,1.0,1.0,2273.0,False,False
FOXP2,2,1.852,5.7919218545824455e-05,False,0.0,0.0,0.0,5374.0,5663.0,6989.0,1.0,1.0,2273.0,False,False
FLG2,2,1.722,8.388778904147272e-05,False,0.0,0.0,0.0,5374.0,6151.0,4979.0,1.0,1.0,2273.0,False,False
TTF2,2,1.624,4.257914182131759e-05,False,0.0,0.0,0.0,5374.0,6600.0,8486.0,1.0,1.0,2273.0,False,False
DMP1,2,1.8439999999999999,5.894416237191343e-05,False,0.0,0.0,0.0,5374.0,5687.0,6928.0,1.0,1.0,2273.0,False,False
RBM5,2,1.646,4.285885012358425e-05,False,0.0,0.0,0.0,5374.0,6491.0,8455.0,1.0,1.0,2273.0,False,False
SEPSECS,2,1.662,6.832869888506416e-05,False,0.0,0.0,0.0,5374.0,6429.0,6176.0,1.0,1.0,2273.0,False,False
CA1,2,1.635,8.157850355007052e-05,False,0.0,0.0,0.0,5374.0,6544.0,5124.0,1.0,1.0,2273.0,False,False
PRICKLE3,2,1.96,7.116260900487616e-05,False,0.0,0.0,0.0,5374.0,5443.0,5924.0,1.0,1.0,2273.0,False,False
UCK1,2,1.897,5.624106446485151e-05,False,0.0,0.0,0.0,5374.0,5557.0,7107.0,1.0,1.0,2273.0,False,False
ALG5,2,1.783,0.00010892642766920586,False,0.0,0.0,0.0,5374.0,5903.0,2903.0,1.0,1.0,2273.0,False,False
CROCC,2,1.597,6.003803701060813e-05,False,0.0,0.0,0.0,5374.0,6727.0,6838.0,1.0,1.0,2273.0,False,False
CMTR1,2,1.631,4.617770921262312e-05,False,0.0,0.0,0.0,5374.0,6561.0,8127.0,1.0,1.0,2273.0,False,False
IBA57,2,1.561,5.917741897617943e-05,False,0.0,0.0,0.0,5374.0,6855.0,6908.0,1.0,1.0,2273.0,False,False
CLIP2,2,1.71,7.610301944155924e-05,False,0.0,0.0,0.0,5374.0,6214.0,5517.0,1.0,1.0,2273.0,False,False
YBX3,2,1.726,4.947467863031396e-05,False,0.0,0.0,0.0,5374.0,6128.0,7768.0,1.0,1.0,2273.0,False,False
SAV1,2,1.639,7.539428866130252e-05,False,0.0,0.0,0.0,5374.0,6522.0,5573.0,1.0,1.0,2273.0,False,False
GYPB,2,1.701,5.3517411386190077e-05,False,0.0,0.0,0.0,5374.0,6252.0,7376.0,1.0,1.0,2273.0,False,False
LARGE2,2,1.869,6.882416554181421e-05,False,0.0,0.0,1.0,5374.0,5616.0,6137.0,1.0,1.0,1.0,False,False
FEM1A,2,1.8450000000000002,4.8817424004575886e-05,False,0.0,0.0,1.0,5374.0,5683.0,7828.0,1.0,1.0,1.0,False,False
GTPBP8,2,1.682,4.1143988933664806e-05,False,0.0,0.0,0.0,5374.0,6341.0,8641.0,1.0,1.0,2273.0,False,False
INTS10,2,1.982,7.402458636650492e-05,False,0.0,0.0,0.0,5374.0,5413.0,5693.0,1.0,1.0,2273.0,False,False
GPR37,2,1.422,5.911489110231152e-05,False,0.0,0.0,0.0,5374.0,7238.0,6915.0,1.0,1.0,2273.0,False,False
ORMDL3,2,1.772,9.310494834698123e-05,False,0.0,0.0,0.0,5374.0,5945.0,4378.0,1.0,1.0,2273.0,False,False
NSL1,2,1.936,5.27823404259899e-05,False,0.0,0.0,0.0,5374.0,5477.0,7455.0,1.0,1.0,2273.0,False,False
DDX55,2,1.564,2.923078743160579e-05,False,0.0,0.0,0.0,5374.0,6849.0,10149.0,1.0,1.0,2273.0,False,False
VGLL1,2,1.8039999999999998,9.79949822814843e-05,False,0.0,0.0,0.0,5374.0,5833.0,3441.0,1.0,1.0,2273.0,False,False
PBX2,2,1.439,7.223275974409188e-05,False,0.0,0.0,0.0,5374.0,7212.0,5832.0,1.0,1.0,2273.0,False,False
PSME1,2,1.716,4.311557587563167e-05,False,0.0,0.0,0.0,5374.0,6174.0,8423.0,1.0,1.0,2273.0,False,False
PAX9,2,1.558,6.191097641380729e-05,False,0.0,0.0,0.0,5374.0,6862.0,6684.0,1.0,1.0,2273.0,False,False
ABCD4,2,1.45,5.023997973852727e-05,False,0.0,0.0,0.0,5374.0,7190.0,7704.0,1.0,1.0,2273.0,False,False
TXLNA,2,1.7810000000000001,7.620792158513797e-05,False,0.0,0.0,0.0,5374.0,5915.0,5512.0,1.0,1.0,2273.0,False,False
ZKSCAN3,2,1.583,9.349678476511726e-05,False,0.0,0.0,1.0,5374.0,6785.0,4347.0,1.0,1.0,1.0,False,False
HTR6,2,1.836,5.547783824920598e-05,False,0.0,0.0,0.0,5374.0,5706.0,7176.0,1.0,1.0,2273.0,False,False
BFSP1,2,1.504,9.779432036935867e-05,False,0.0,0.0,0.0,5374.0,7046.0,3451.0,1.0,1.0,2273.0,False,False
GALNT4,2,1.7109999999999999,9.19171771790695e-05,False,0.0,0.0,0.0,5374.0,6204.0,4452.0,1.0,1.0,2273.0,False,False
MCC,2,1.619,2.9834054989336096e-05,False,0.0,0.0,0.0,5374.0,6622.0,10063.0,1.0,1.0,2273.0,False,False
PFN3,2,1.4449999999999998,7.589729921372181e-05,False,0.0,0.0,0.0,5374.0,7200.0,5535.0,1.0,1.0,2273.0,False,False
GNPDA2,2,1.932,7.37054412102252e-05,False,0.0,0.0,0.0,5374.0,5484.0,5726.0,1.0,1.0,2273.0,False,False
KIF24,2,1.7309999999999999,4.991896858974784e-05,False,0.0,0.0,0.0,5374.0,6106.0,7727.0,1.0,1.0,2273.0,False,False
MLST8,2,1.865,4.93662958492223e-05,False,0.0,0.0,0.0,5374.0,5629.0,7779.0,1.0,1.0,2273.0,False,False
SERPINH1,2,1.669,6.64971086441508e-05,False,0.0,0.0,0.0,5374.0,6394.0,6311.0,1.0,1.0,2273.0,False,False
CPOX,2,1.8359999999999999,9.660256688539028e-05,False,0.0,0.0,1.0,5374.0,5712.0,3516.0,1.0,1.0,1.0,False,False
COQ6,2,1.97,7.624712722008298e-05,False,0.0,0.0,0.0,5374.0,5429.0,5508.0,1.0,1.0,2273.0,False,False
PRKG2,2,1.608,4.8182573761350314e-05,False,0.0,0.0,0.0,5374.0,6677.0,7894.0,1.0,1.0,2273.0,False,False
RBPJL,2,1.8530000000000002,4.7615646946142705e-05,False,0.0,0.0,0.0,5374.0,5658.0,7953.0,1.0,1.0,2273.0,False,False
PPIA,2,1.782,5.938946748936829e-05,False,0.0,0.0,0.0,5374.0,5912.0,6892.0,1.0,1.0,2273.0,False,False
SUMO3,2,1.835,4.7303230701052836e-05,False,0.0,0.0,0.0,5374.0,5716.0,8002.0,1.0,1.0,2273.0,False,False
BAZ2A,2,1.572,4.218081128931037e-05,False,0.0,0.0,0.0,5374.0,6814.0,8528.0,1.0,1.0,2273.0,False,False
TMC1,2,1.5,8.493465768872097e-05,False,0.0,0.0,0.0,5374.0,7050.0,4913.0,1.0,1.0,2273.0,False,False
DDX1,2,1.467,4.352296197380994e-05,False,0.0,0.0,0.0,5374.0,7150.0,8390.0,1.0,1.0,2273.0,False,False
PCGF5,2,1.722,4.3802013328663326e-05,False,0.0,0.0,0.0,5374.0,6151.0,8365.0,1.0,1.0,2273.0,False,False
HAO1,2,1.792,6.607462434732803e-05,False,0.0,0.0,0.0,5374.0,5869.0,6352.0,1.0,1.0,2273.0,False,False
CDCA2,2,1.5339999999999998,4.44113419982577e-05,False,0.0,0.0,0.0,5374.0,6946.0,8299.0,1.0,1.0,2273.0,False,False
BHLHE41,2,1.926,5.24224752586651e-05,False,0.0,0.0,0.0,5374.0,5493.0,7495.0,1.0,1.0,2273.0,False,False
ALG9,2,1.962,0.00010535436842160455,False,0.0,0.0,0.0,5374.0,5440.0,3071.0,1.0,1.0,2273.0,False,False
FRMPD1,2,1.539,8.49998779668393e-05,False,0.0,0.0,0.0,5374.0,6934.0,4905.0,1.0,1.0,2273.0,False,False
GPSM1,2,1.434,6.948873762870144e-05,False,0.0,0.0,0.0,5374.0,7224.0,6061.0,1.0,1.0,2273.0,False,False
PARVG,2,1.476,4.214874003759048e-05,False,0.0,0.0,0.0,5374.0,7130.0,8536.0,1.0,1.0,2273.0,False,False
SLC25A23,2,1.805,4.956045932223425e-05,False,0.0,0.0,0.0,5374.0,5829.0,7761.0,1.0,1.0,2273.0,False,False
SPRR2G,2,1.802,8.190934465296072e-05,False,0.0,0.0,0.0,5374.0,5839.0,5105.0,1.0,1.0,2273.0,False,False
SPRR2D,2,1.716,8.409446948281712e-05,False,0.0,0.0,0.0,5374.0,6174.0,4964.0,1.0,1.0,2273.0,False,False
NDEL1,2,1.697,8.500523632396143e-05,False,0.0,0.0,0.0,5374.0,6276.0,4904.0,1.0,1.0,2273.0,False,False
SEC22C,2,1.4329999999999998,4.696374580883843e-05,False,0.0,0.0,1.0,5374.0,7227.0,8045.0,1.0,1.0,1.0,False,False
GPR161,2,1.9089999999999998,4.9911402770703823e-05,False,0.0,0.0,0.0,5374.0,5529.0,7728.0,1.0,1.0,2273.0,False,False
CENPX,2,1.8199999999999998,4.483182648933044e-05,False,0.0,0.0,0.0,5374.0,5772.0,8257.0,1.0,1.0,2273.0,False,False
HAUS1,2,1.998,8.988172871038793e-05,False,0.0,0.0,0.0,5374.0,5374.0,4570.0,1.0,1.0,2273.0,False,False
SALL4,2,1.627,4.310343012921269e-05,True,0.0,0.0,0.0,5374.0,6578.0,8427.0,1.0,1.0,2273.0,False,False
SLC25A5,2,1.596,6.201051218172815e-05,False,0.0,0.0,0.0,5374.0,6730.0,6676.0,1.0,1.0,2273.0,False,False
BLOC1S6,2,1.741,9.148605802872e-05,False,0.0,0.0,0.0,5374.0,6073.0,4482.0,1.0,1.0,2273.0,False,False
RPTN,2,1.5270000000000001,0.00012543350058574762,False,0.0,0.0,0.0,5374.0,6964.0,2204.0,1.0,1.0,2273.0,False,False
MZT1,2,1.625,5.113576257215977e-05,False,0.0,0.0,0.0,5374.0,6592.0,7627.0,1.0,1.0,2273.0,False,False
FAF1,2,1.7469999999999999,5.565797215359469e-05,True,0.0,0.0,0.0,5374.0,6033.0,7166.0,1.0,1.0,2273.0,False,False
GCNT3,2,1.873,9.756596402879423e-05,False,0.0,0.0,0.0,5374.0,5599.0,3459.0,1.0,1.0,2273.0,False,False
TIMM8A,2,1.665,5.0532156033366976e-05,False,0.0,0.0,0.0,5374.0,6415.0,7675.0,1.0,1.0,2273.0,False,False
ADAMTS10,2,1.521,7.544342128255772e-05,False,0.0,0.0,0.0,5374.0,6985.0,5568.0,1.0,1.0,2273.0,False,False
PACSIN2,2,1.58,7.312417106872769e-05,False,0.0,0.0,0.0,5374.0,6793.0,5763.0,1.0,1.0,2273.0,False,False
NKTR,2,1.663,0.00014543230743556247,False,0.0,0.0,0.0,5374.0,6423.0,1622.0,1.0,1.0,2273.0,False,False
TNIK,2,1.763,5.0651912732178635e-05,False,0.0,0.0,0.0,5374.0,5980.0,7664.0,1.0,1.0,2273.0,False,False
BAZ1B,2,1.846,4.978716927371324e-05,False,0.0,0.0,0.0,5374.0,5680.0,7740.0,1.0,1.0,2273.0,False,False
TAC1,2,1.966,6.889502389495852e-05,False,0.0,0.0,0.0,5374.0,5433.0,6133.0,1.0,1.0,2273.0,False,False
STIM2,2,1.742,5.157365271777651e-05,False,0.0,0.0,0.0,5374.0,6067.0,7581.0,1.0,1.0,2273.0,False,False
CRHR1-2,2,1.8860000000000001,5.3919440034799305e-05,False,0.0,0.0,0.0,5374.0,5572.0,7330.0,1.0,1.0,2273.0,False,False
ATG4C,2,1.512,5.5413571722745345e-05,False,0.0,0.0,0.0,5374.0,7018.0,7183.0,1.0,1.0,2273.0,False,False
PMF1,2,1.857,4.5374591850111146e-05,False,0.0,0.0,0.0,5374.0,5652.0,8204.0,1.0,1.0,2273.0,False,False
STAMBP,2,1.782,4.2439017707592525e-05,False,0.0,0.0,0.0,5374.0,5912.0,8505.0,1.0,1.0,2273.0,False,False
TSNAX,2,1.9140000000000001,6.549232522645029e-05,False,0.0,0.0,0.0,5374.0,5514.0,6395.0,1.0,1.0,2273.0,False,False
SETBP1,2,1.499,4.747557100579321e-05,True,0.0,0.0,0.0,5374.0,7054.0,7974.0,1.0,1.0,2273.0,False,False
MCHR1,2,1.556,6.256733642402052e-05,False,0.0,0.0,0.0,5374.0,6870.0,6633.0,1.0,1.0,2273.0,False,False
ITCH,2,1.8479999999999999,7.614083257322518e-05,False,0.0,0.0,0.0,5374.0,5674.0,5514.0,1.0,1.0,2273.0,False,False
UNC45B,2,1.672,5.3230733881287145e-05,False,0.0,0.0,0.0,5374.0,6385.0,7412.0,1.0,1.0,2273.0,False,False
DEFB125,2,1.525,8.808032138485658e-05,False,0.0,0.0,0.0,5374.0,6975.0,4701.0,1.0,1.0,2273.0,False,False
ARF5,2,1.641,5.998710450705541e-05,False,0.0,0.0,0.0,5374.0,6511.0,6843.0,1.0,1.0,2273.0,False,False
LAMA5,2,1.844,5.2468015805830874e-05,False,0.0,0.0,0.0,5374.0,5686.0,7488.0,1.0,1.0,2273.0,False,False
TMEM106B,2,1.546,5.275355261994875e-05,False,0.0,0.0,0.0,5374.0,6906.0,7458.0,1.0,1.0,2273.0,False,False
GRPR,2,1.8719999999999999,5.907885483514067e-05,False,0.0,0.0,0.0,5374.0,5604.0,6919.0,1.0,1.0,2273.0,False,False
MYOCD,2,1.5790000000000002,7.022007123360322e-05,False,0.0,0.0,0.0,5374.0,6799.0,5997.0,1.0,1.0,2273.0,False,False
LPAR6,2,1.807,5.993091844320756e-05,False,0.0,0.0,0.0,5374.0,5819.0,6850.0,1.0,1.0,2273.0,False,False
MTFMT,2,1.667,6.690429140721925e-05,False,0.0,0.0,0.0,5374.0,6403.0,6282.0,1.0,1.0,2273.0,False,False
CNTN6,2,1.566,0.0001454323074355625,False,0.0,0.0,0.0,5374.0,6845.0,1606.0,1.0,1.0,2273.0,False,False
PRR20A,2,1.7690000000000001,7.322500462197875e-05,False,0.0,0.0,0.0,5374.0,5957.0,5754.0,1.0,1.0,2273.0,False,False
ENSP00000487094,2,1.592,3.42067399147912e-05,False,0.0,0.0,0.0,5374.0,6747.0,9475.0,1.0,1.0,2273.0,False,False
SERTAD4,2,1.584,6.857893360621094e-05,False,0.0,0.0,0.0,5374.0,6780.0,6156.0,1.0,1.0,2273.0,False,False
TRAF3IP2,2,1.925,4.936652069894039e-05,False,0.0,0.0,0.0,5374.0,5495.0,7778.0,1.0,1.0,2273.0,False,False
RAD9B,2,1.87,4.720549529995963e-05,False,0.0,0.0,0.0,5374.0,5614.0,8014.0,1.0,1.0,2273.0,False,False
MMP15,2,1.484,6.080341009910811e-05,False,0.0,0.0,0.0,5374.0,7109.0,6773.0,1.0,1.0,2273.0,False,False
CFAP44,2,1.608,0.00010220926850053991,False,0.0,0.0,0.0,5374.0,6677.0,3205.0,1.0,1.0,2273.0,False,False
SLC1A2,2,1.5150000000000001,7.063116125077294e-05,True,0.0,0.0,0.0,5374.0,7011.0,5970.0,1.0,1.0,2273.0,False,False
MST1R,2,1.867,6.994551282881436e-05,True,0.0,0.0,0.0,5374.0,5623.0,6020.0,1.0,1.0,2273.0,False,False
