node,degree,wdegree,pagerank,is_oncokb,betweenness,closeness,clustering,degree_rank,wdegree_rank,pagerank_rank,betweenness_rank,closeness_rank,clustering_rank,is_cosmic,is_tcga
SNRPN,6,5.247,0.00010090949744098077,False,0.0,0.0,0.0,1981.0,2151.0,3267.0,1.0,1.0,2273.0,False,False
MYL1,6,5.202,0.000137621876438558,False,0.0,0.0,0.0,1981.0,2167.0,1853.0,1.0,1.0,2273.0,False,False
GABPB1,6,5.34,0.00012168890165797135,False,0.0,0.0,0.06666666666666667,1981.0,2110.0,2359.0,1.0,1.0,987.0,False,False
KLF4,6,4.978,0.00011920680577971166,True,0.0,0.0,0.0,1981.0,2288.0,2458.0,1.0,1.0,2273.0,False,False
SIRT3,6,5.54,0.00011740513668923752,False,0.0,0.0,0.06666666666666667,1981.0,1993.0,2538.0,1.0,1.0,987.0,False,False
TIGIT,6,4.912,0.00011189763878184894,False,0.0,0.0,0.06666666666666667,1981.0,2330.0,2771.0,1.0,1.0,987.0,False,False
CFAP45,6,5.24,0.00014843451147027127,False,0.0,0.0,0.06666666666666667,1981.0,2154.0,1518.0,1.0,1.0,987.0,False,False
SPTAN1,6,4.806,0.00014580939991967704,False,0.0,0.0,0.0,1981.0,2372.0,1591.0,1.0,1.0,2273.0,False,False
RAB6A,6,5.042,0.0001874565708736767,False,0.0,0.0,0.0,1981.0,2242.0,856.0,1.0,1.0,2273.0,False,False
AIF1,6,4.9959999999999996,0.00010271911171940425,False,0.0,0.0,0.06666666666666667,1981.0,2275.0,3178.0,1.0,1.0,987.0,False,False
CD163,6,4.742999999999999,0.00010911769716495624,False,0.0,0.0,0.06666666666666667,1981.0,2401.0,2892.0,1.0,1.0,987.0,False,False
KLRC2,6,5.1259999999999994,0.0001230006390823932,False,0.0,0.0,0.0,1981.0,2205.0,2293.0,1.0,1.0,2273.0,False,False
SNRNP27,6,5.332,9.939816981581194e-05,False,0.0,0.0,0.2,1981.0,2112.0,3355.0,1.0,1.0,258.0,False,False
MRPS33,6,5.714,6.452613992694557e-05,False,0.0,0.0,0.13333333333333333,1981.0,1918.0,6479.0,1.0,1.0,513.0,False,False
CACNG7,6,4.931,0.00013780989283341256,False,0.0,0.0,0.0,1981.0,2317.0,1845.0,1.0,1.0,2273.0,False,False
DPY30,6,5.276,9.01264643964408e-05,False,0.0,0.0,0.06666666666666667,1981.0,2140.0,4553.0,1.0,1.0,987.0,False,False
CACNA1F,6,4.852,0.00014697503495375886,False,0.0,0.0,0.0,1981.0,2356.0,1560.0,1.0,1.0,2273.0,False,False
PSME3,6,5.1739999999999995,9.895362009790892e-05,False,0.0,0.0,0.06666666666666667,1981.0,2188.0,3385.0,1.0,1.0,987.0,False,False
HCG_2039566,6,5.601,9.046969136000808e-05,False,0.0,0.0,0.06666666666666667,1981.0,1971.0,4535.0,1.0,1.0,987.0,False,False
SETD7,6,4.964,9.137160270614797e-05,True,0.0,0.0,0.0,1981.0,2297.0,4490.0,1.0,1.0,2273.0,False,False
SMARCA1,6,5.76,0.0001121563535893197,True,0.0,0.0,0.13333333333333333,1981.0,1908.0,2754.0,1.0,1.0,513.0,False,False
GNL1,6,5.009,6.374763124353844e-05,False,0.0,0.0,0.0,1981.0,2264.0,6544.0,1.0,1.0,2273.0,False,False
CCL18,6,4.746,0.00011309555354614626,False,0.0,0.0,0.13333333333333333,1981.0,2398.0,2720.0,1.0,1.0,513.0,False,False
CALCOCO2,6,5.199,0.00014538401510061287,False,0.0,0.0,0.0,1981.0,2170.0,1653.0,1.0,1.0,2273.0,False,False
NRP1,6,5.246,0.00012215447154144873,False,0.0,0.0,0.06666666666666667,1981.0,2152.0,2341.0,1.0,1.0,987.0,False,False
HSPA2,6,4.5969999999999995,0.00011990473338422308,False,0.0,0.0,0.0,1981.0,2508.0,2431.0,1.0,1.0,2273.0,False,False
ZC3H13,6,5.7059999999999995,0.00012254674902053542,False,0.0,0.0,0.06666666666666667,1981.0,1922.0,2320.0,1.0,1.0,987.0,False,False
RFC3,6,5.065,0.00010249495697073867,False,0.0,0.0,0.13333333333333333,1981.0,2238.0,3185.0,1.0,1.0,513.0,False,False
AMPH,6,5.428,0.0001343936037358007,False,0.0,0.0,0.06666666666666667,1981.0,2063.0,1927.0,1.0,1.0,987.0,False,False
CCND2,6,5.546,0.00010836575755011813,True,0.0,0.0,0.0,1981.0,1992.0,2937.0,1.0,1.0,2273.0,False,False
GPX5,6,4.939,0.0001210506294404986,False,0.0,0.0,0.06666666666666667,1981.0,2312.0,2387.0,1.0,1.0,987.0,False,False
MRPS23,6,5.4879999999999995,6.353910718629023e-05,False,0.0,0.0,0.13333333333333333,1981.0,2029.0,6555.0,1.0,1.0,513.0,False,False
NR1H4,6,5.026,0.00015544178317953235,False,0.0,0.0,0.0,1981.0,2255.0,1361.0,1.0,1.0,2273.0,False,False
ATP5F1E,6,5.485,8.703636645252215e-05,False,0.0,0.0,0.06666666666666667,1981.0,2032.0,4769.0,1.0,1.0,987.0,False,False
PSMB9,6,5.5120000000000005,0.00010969398661178062,False,0.0,0.0,0.0,1981.0,2015.0,2865.0,1.0,1.0,2273.0,False,False
MYL12A,6,5.529,0.00014128099449770543,False,0.0,0.0,0.0,1981.0,2001.0,1748.0,1.0,1.0,2273.0,False,False
TPM1,6,5.159,0.00013344170701953202,False,0.0,0.0,0.13333333333333333,1981.0,2192.0,1947.0,1.0,1.0,513.0,False,False
NOD2,6,4.885,0.00010397200395277855,False,0.0,0.0,0.13333333333333333,1981.0,2336.0,3126.0,1.0,1.0,513.0,False,False
PAX8,6,5.042,0.00013157561620667636,True,0.0,0.0,0.0,1981.0,2242.0,2003.0,1.0,1.0,2273.0,False,False
GLDC,6,4.809,0.0001257625601199769,False,0.0,0.0,0.0,1981.0,2370.0,2191.0,1.0,1.0,2273.0,False,False
ADCY3,6,4.733,0.00014526032944384701,False,0.0,0.0,0.0,1981.0,2408.0,1657.0,1.0,1.0,2273.0,False,False
GAGE12J,6,4.679,5.458101248325811e-05,False,0.0,0.0,0.26666666666666666,1981.0,2455.0,7264.0,1.0,1.0,255.0,False,False
DNAJC9,6,5.409,0.00010295579958104466,False,0.0,0.0,0.06666666666666667,1981.0,2074.0,3173.0,1.0,1.0,987.0,False,False
CMPK2,6,5.045,0.0001269710441975764,False,0.0,0.0,0.0,1981.0,2241.0,2143.0,1.0,1.0,2273.0,False,False
CES1,6,5.065,0.00013011408117314852,False,0.0,0.0,0.0,1981.0,2238.0,2043.0,1.0,1.0,2273.0,False,False
MGLL,6,5.368,0.00011271455669832602,False,0.0,0.0,0.0,1981.0,2099.0,2736.0,1.0,1.0,2273.0,False,False
SUGP1,6,5.305,9.324143215658754e-05,False,0.0,0.0,0.06666666666666667,1981.0,2128.0,4365.0,1.0,1.0,987.0,False,False
E2F5,6,5.3420000000000005,0.00014430284069050768,False,0.0,0.0,0.13333333333333333,1981.0,2108.0,1679.0,1.0,1.0,513.0,False,False
ATG16L1,6,5.411,0.00017668100055514508,False,0.0,0.0,0.0,1981.0,2072.0,1007.0,1.0,1.0,2273.0,False,False
BRD7,6,5.619,9.93332097679263e-05,False,0.0,0.0,0.13333333333333333,1981.0,1964.0,3362.0,1.0,1.0,513.0,False,False
TSR2,6,4.68,5.869389815402943e-05,False,0.0,0.0,0.0,1981.0,2453.0,6938.0,1.0,1.0,2273.0,False,False
B4GAT1,6,5.1579999999999995,0.00019345578415539948,False,0.0,0.0,0.06666666666666667,1981.0,2193.0,776.0,1.0,1.0,987.0,False,False
PPAT,6,5.571,0.00013537767712974187,False,0.0,0.0,0.06666666666666667,1981.0,1983.0,1902.0,1.0,1.0,987.0,False,False
DLD,6,5.407,0.00012583747592130633,False,0.0,0.0,0.0,1981.0,2077.0,2185.0,1.0,1.0,2273.0,False,False
TROAP,6,4.7829999999999995,0.00010083802878905385,False,0.0,0.0,0.06666666666666667,1981.0,2386.0,3271.0,1.0,1.0,987.0,False,False
UQCRH,6,5.513,9.313742351917664e-05,False,0.0,0.0,0.0,1981.0,2014.0,4375.0,1.0,1.0,2273.0,False,False
ITGB4,6,4.738,0.00012032403316055545,False,0.0,0.0,0.0,1981.0,2404.0,2421.0,1.0,1.0,2273.0,False,False
GNAO1,6,4.633,0.00016022873666569212,False,0.0,0.0,0.0,1981.0,2489.0,1278.0,1.0,1.0,2273.0,False,False
PNPLA3,6,5.04,0.00021452853228619802,False,0.0,0.0,0.0,1981.0,2246.0,575.0,1.0,1.0,2273.0,False,False
TJP3,6,5.25,0.00016391261332068037,False,0.0,0.0,0.0,1981.0,2146.0,1210.0,1.0,1.0,2273.0,False,False
UBTF,6,4.845,0.00010271403121522286,True,0.0,0.0,0.0,1981.0,2358.0,3179.0,1.0,1.0,2273.0,False,False
ZW10,6,5.085,0.0001237224984413544,False,0.0,0.0,0.2,1981.0,2227.0,2271.0,1.0,1.0,258.0,False,False
NFS1,6,5.151,0.00015885623201706132,False,0.0,0.0,0.06666666666666667,1981.0,2198.0,1312.0,1.0,1.0,987.0,False,False
TECR,6,5.472,0.00019177286274538725,False,0.0,0.0,0.0,1981.0,2040.0,803.0,1.0,1.0,2273.0,False,False
PYGL,6,5.617,0.00016880448084773657,False,0.0,0.0,0.13333333333333333,1981.0,1965.0,1132.0,1.0,1.0,513.0,False,False
PPP2CB,6,5.32,0.0001257716641773612,False,0.0,0.0,0.0,1981.0,2116.0,2189.0,1.0,1.0,2273.0,False,False
GAGE2E,6,4.648,5.3800308492412164e-05,False,0.0,0.0,0.13333333333333333,1981.0,2474.0,7339.0,1.0,1.0,513.0,False,False
NUSAP1,6,5.117,9.066170791925897e-05,False,0.0,0.0,0.13333333333333333,1981.0,2210.0,4519.0,1.0,1.0,513.0,False,False
RRP15,6,5.004,6.245048966844717e-05,False,0.0,0.0,0.06666666666666667,1981.0,2265.0,6644.0,1.0,1.0,987.0,False,False
CFL2,6,5.4399999999999995,0.00014579745639247796,False,0.0,0.0,0.0,1981.0,2059.0,1592.0,1.0,1.0,2273.0,False,False
HADHB,6,5.5649999999999995,0.00014493898541357672,False,0.0,0.0,0.0,1981.0,1986.0,1666.0,1.0,1.0,2273.0,False,False
PAK1IP1,6,5.01,6.525966919276286e-05,False,0.0,0.0,0.2,1981.0,2262.0,6418.0,1.0,1.0,258.0,False,False
SDCBP,6,4.998,0.00011213957466816174,False,0.0,0.0,0.0,1981.0,2269.0,2755.0,1.0,1.0,2273.0,False,False
IL11,6,4.737,0.00010062774059409348,False,0.0,0.0,0.0,1981.0,2405.0,3285.0,1.0,1.0,2273.0,False,False
GEMIN5,6,5.534,0.0001482281566957013,False,0.0,0.0,0.0,1981.0,1995.0,1528.0,1.0,1.0,2273.0,False,False
PWWP3A,6,5.318,8.553026013052713e-05,False,0.0,0.0,0.0,1981.0,2118.0,4858.0,1.0,1.0,2273.0,False,False
CBR1,6,5.609,0.00014429581695501168,False,0.0,0.0,0.06666666666666667,1981.0,1969.0,1680.0,1.0,1.0,987.0,False,False
HLA-E,6,5.532,0.00013866747622574244,False,0.0,0.0,0.0,1981.0,1996.0,1822.0,1.0,1.0,2273.0,False,False
STX16,6,5.255,0.00013860934882018147,False,0.0,0.0,0.06666666666666667,1981.0,2145.0,1823.0,1.0,1.0,987.0,False,False
ADCY4,6,4.461,0.00011891239923711948,False,0.0,0.0,0.0,1981.0,2608.0,2470.0,1.0,1.0,2273.0,False,False
PDE11A,6,4.61,0.00012118190384108072,False,0.0,0.0,0.0,1981.0,2501.0,2380.0,1.0,1.0,2273.0,False,False
PIK3R4,6,5.204,0.0001266416867839461,False,0.0,0.0,0.06666666666666667,1981.0,2165.0,2155.0,1.0,1.0,987.0,False,False
ATAD5,6,5.175,0.00011345725750279319,False,0.0,0.0,0.13333333333333333,1981.0,2187.0,2698.0,1.0,1.0,513.0,False,False
INO80C,6,5.309,9.82876660253511e-05,False,0.0,0.0,0.06666666666666667,1981.0,2123.0,3432.0,1.0,1.0,987.0,False,False
GLI3,6,5.4639999999999995,0.00013432857165008273,False,0.0,0.0,0.06666666666666667,1981.0,2043.0,1928.0,1.0,1.0,987.0,False,False
LDB1,6,5.531,0.00016160666953150848,False,0.0,0.0,0.0,1981.0,1997.0,1253.0,1.0,1.0,2273.0,False,False
CDC7,6,5.417,0.00010131220572044583,False,0.0,0.0,0.06666666666666667,1981.0,2070.0,3243.0,1.0,1.0,987.0,False,False
LYAR,6,4.787,5.852136720466996e-05,False,0.0,0.0,0.06666666666666667,1981.0,2380.0,6949.0,1.0,1.0,987.0,False,False
MFN1,6,4.921,0.00012847780561363905,False,0.0,0.0,0.0,1981.0,2323.0,2105.0,1.0,1.0,2273.0,False,False
PRPF4B,6,5.262,9.258985246739437e-05,False,0.0,0.0,0.13333333333333333,1981.0,2144.0,4409.0,1.0,1.0,513.0,False,False
VEGFC,6,4.9350000000000005,0.00012256581726988826,False,0.0,0.0,0.0,1981.0,2315.0,2317.0,1.0,1.0,2273.0,False,False
TCF4,6,4.954,0.000144823542637352,False,0.0,0.0,0.0,1981.0,2303.0,1668.0,1.0,1.0,2273.0,False,False
ASH2L,6,5.1,9.234493710492271e-05,False,0.0,0.0,0.13333333333333333,1981.0,2222.0,4422.0,1.0,1.0,513.0,False,False
FANCI,6,5.197,0.00011160388873591819,True,0.0,0.0,0.0,1981.0,2172.0,2779.0,1.0,1.0,2273.0,False,False
SF1,6,4.92,9.335786987823546e-05,False,0.0,0.0,0.0,1981.0,2325.0,4356.0,1.0,1.0,2273.0,False,False
VAMP4,6,5.25,0.00013581295561043618,False,0.0,0.0,0.06666666666666667,1981.0,2146.0,1891.0,1.0,1.0,987.0,False,False
BBIP1,6,4.921,0.00018578624291741599,False,0.0,0.0,0.0,1981.0,2323.0,879.0,1.0,1.0,2273.0,False,False
POLL,6,4.719,0.00010339279330372645,False,0.0,0.0,0.06666666666666667,1981.0,2418.0,3152.0,1.0,1.0,987.0,False,False
CDC73,6,5.367,8.955466172784487e-05,True,0.0,0.0,0.0,1981.0,2100.0,4589.0,1.0,1.0,2273.0,False,False
ERCC6,6,5.599,9.188750519120257e-05,True,0.0,0.0,0.0,1981.0,1973.0,4456.0,1.0,1.0,2273.0,False,False
WDR77,6,5.1339999999999995,9.330653974048728e-05,False,0.0,0.0,0.0,1981.0,2202.0,4360.0,1.0,1.0,2273.0,False,False
ABCF3,6,4.7010000000000005,5.590856097422442e-05,False,0.0,0.0,0.13333333333333333,1981.0,2435.0,7143.0,1.0,1.0,513.0,False,False
PNPLA2,6,5.041,0.00014834840267700746,False,0.0,0.0,0.0,1981.0,2245.0,1522.0,1.0,1.0,2273.0,False,False
ESCO2,6,4.969,0.00013224046134743302,True,0.0,0.0,0.06666666666666667,1981.0,2292.0,1982.0,1.0,1.0,987.0,False,False
MED24,6,5.292,8.489912920883279e-05,False,0.0,0.0,0.13333333333333333,1981.0,2133.0,4914.0,1.0,1.0,513.0,False,False
ESCO1,6,4.734,0.00012480721256747412,False,0.0,0.0,0.0,1981.0,2407.0,2229.0,1.0,1.0,2273.0,False,False
STX1A,6,5.382,0.00014063682016898386,False,0.0,0.0,0.0,1981.0,2090.0,1767.0,1.0,1.0,2273.0,False,False
CEL,6,5.3919999999999995,0.00017593400088258053,False,0.0,0.0,0.06666666666666667,1981.0,2085.0,1020.0,1.0,1.0,987.0,False,False
ADSS1,6,5.587,0.00014154314981442082,False,0.0,0.0,0.06666666666666667,1981.0,1975.0,1742.0,1.0,1.0,987.0,False,False
SC5D,6,5.453,0.00015031892989435892,False,0.0,0.0,0.06666666666666667,1981.0,2049.0,1480.0,1.0,1.0,987.0,False,False
ULK2,6,5.305,0.0001233931401943199,False,0.0,0.0,0.0,1981.0,2128.0,2281.0,1.0,1.0,2273.0,False,False
OS9,6,5.191,0.0001430385107677972,False,0.0,0.0,0.06666666666666667,1981.0,2175.0,1713.0,1.0,1.0,987.0,False,False
ACHE,6,4.715,0.00011871671030038961,False,0.0,0.0,0.0,1981.0,2422.0,2482.0,1.0,1.0,2273.0,False,False
PIF1,6,4.8759999999999994,0.00012058210483345398,False,0.0,0.0,0.0,1981.0,2340.0,2412.0,1.0,1.0,2273.0,False,False
AMPD1,6,4.747,0.00013087162695600462,False,0.0,0.0,0.06666666666666667,1981.0,2396.0,2024.0,1.0,1.0,987.0,False,False
LILRB2,6,4.833,0.0001258691499384889,False,0.0,0.0,0.0,1981.0,2363.0,2183.0,1.0,1.0,2273.0,False,False
GBA,6,5.019,0.00012563523638187623,False,0.0,0.0,0.06666666666666667,1981.0,2259.0,2195.0,1.0,1.0,987.0,False,False
IFI44,6,5.419,0.00012768488041956723,False,0.0,0.0,0.0,1981.0,2068.0,2125.0,1.0,1.0,2273.0,False,False
MLH1,6,4.725,9.239383841341574e-05,True,0.0,0.0,0.0,1981.0,2412.0,4420.0,1.0,1.0,2273.0,False,False
CCL16,6,4.953,9.942420564100851e-05,False,0.0,0.0,0.0,1981.0,2304.0,3353.0,1.0,1.0,2273.0,False,False
CCL1,6,4.965,9.551586468119177e-05,False,0.0,0.0,0.06666666666666667,1981.0,2295.0,3590.0,1.0,1.0,987.0,False,False
UGT1A1,6,5.036,0.00012880354970014665,False,0.0,0.0,0.06666666666666667,1981.0,2249.0,2097.0,1.0,1.0,987.0,False,False
GAGE12D,6,4.6850000000000005,5.444760648961883e-05,False,0.0,0.0,0.06666666666666667,1981.0,2448.0,7276.0,1.0,1.0,987.0,False,False
DNAJB1,6,5.297,0.00012765509427387707,True,0.0,0.0,0.0,1981.0,2132.0,2128.0,1.0,1.0,2273.0,False,False
ICE2,6,5.521,0.0001140457641111828,False,0.0,0.0,0.0,1981.0,2007.0,2673.0,1.0,1.0,2273.0,False,False
KCTD10,6,4.442,0.00011455351645740633,False,0.0,0.0,0.26666666666666666,1981.0,2622.0,2654.0,1.0,1.0,255.0,False,False
KITLG,6,4.707,9.907254563301599e-05,False,0.0,0.0,0.0,1981.0,2429.0,3376.0,1.0,1.0,2273.0,False,False
MBTD1,6,5.382,0.00010610536547444792,False,0.0,0.0,0.13333333333333333,1981.0,2090.0,3041.0,1.0,1.0,513.0,False,False
SCN1B,6,5.037,0.00017720503972306877,False,0.0,0.0,0.0,1981.0,2248.0,995.0,1.0,1.0,2273.0,False,False
CTNNBL1,6,4.691,9.259316897407545e-05,False,0.0,0.0,0.0,1981.0,2442.0,4408.0,1.0,1.0,2273.0,False,False
PRMT5,6,5.013,0.00010549853405458893,False,0.0,0.0,0.0,1981.0,2260.0,3061.0,1.0,1.0,2273.0,False,False
GSN,6,5.01,0.00011952497744569214,False,0.0,0.0,0.0,1981.0,2262.0,2442.0,1.0,1.0,2273.0,False,False
IPO4,6,5.391,9.916490688684e-05,False,0.0,0.0,0.0,1981.0,2086.0,3369.0,1.0,1.0,2273.0,False,False
LPCAT4,6,5.184,0.0001708217315889378,False,0.0,0.0,0.06666666666666667,1981.0,2179.0,1104.0,1.0,1.0,987.0,False,False
KDM5A,6,4.676,0.00011489188623193114,True,0.0,0.0,0.06666666666666667,1981.0,2457.0,2640.0,1.0,1.0,987.0,False,False
MRAS,6,5.58,0.00014086133381684279,False,0.0,0.0,0.0,1981.0,1978.0,1761.0,1.0,1.0,2273.0,False,False
VIP,6,4.996,0.0001423530500170926,False,0.0,0.0,0.0,1981.0,2273.0,1725.0,1.0,1.0,2273.0,False,False
ASF1A,6,5.772,0.00010786509469053,False,0.0,0.0,0.13333333333333333,1981.0,1904.0,2964.0,1.0,1.0,513.0,False,False
MYLK,6,4.862,0.00013329591968429345,False,0.0,0.0,0.0,1981.0,2347.0,1954.0,1.0,1.0,2273.0,False,False
IL9,6,4.941,0.0001277620426096718,False,0.0,0.0,0.0,1981.0,2310.0,2122.0,1.0,1.0,2273.0,False,False
HIP1R,6,5.442,0.00017171995724087785,False,0.0,0.0,0.0,1981.0,2057.0,1088.0,1.0,1.0,2273.0,False,False
CCNF,6,4.645,9.718530870439688e-05,False,0.0,0.0,0.0,1981.0,2476.0,3480.0,1.0,1.0,2273.0,False,False
SPTLC1,6,4.853,0.00012750295486032312,False,0.0,0.0,0.26666666666666666,1981.0,2352.0,2130.0,1.0,1.0,255.0,False,False
PLA2G4F,6,4.676,0.00012400636516989778,False,0.0,0.0,0.0,1981.0,2457.0,2254.0,1.0,1.0,2273.0,False,False
AGRN,6,5.103,0.0001437275896104978,False,0.0,0.0,0.06666666666666667,1981.0,2219.0,1694.0,1.0,1.0,987.0,False,False
PLEC,6,5.107,0.00014777268207816327,False,0.0,0.0,0.0,1981.0,2216.0,1546.0,1.0,1.0,2273.0,False,False
RNF113A,6,5.343,8.533163245062189e-05,False,0.0,0.0,0.06666666666666667,1981.0,2107.0,4874.0,1.0,1.0,987.0,False,False
CPSF2,6,5.406,0.00018345777292824082,False,0.0,0.0,0.0,1981.0,2078.0,903.0,1.0,1.0,2273.0,False,False
APEX1,6,5.502,0.00010736182247756353,True,0.0,0.0,0.0,1981.0,2020.0,2983.0,1.0,1.0,2273.0,False,False
SELE,6,4.868,0.00011863714819674925,False,0.0,0.0,0.06666666666666667,1981.0,2344.0,2485.0,1.0,1.0,987.0,False,False
AOX1,6,5.445,0.00013829728507313795,False,0.0,0.0,0.06666666666666667,1981.0,2055.0,1832.0,1.0,1.0,987.0,False,False
DNTTIP2,6,5.112,6.92296689561762e-05,False,0.0,0.0,0.06666666666666667,1981.0,2212.0,6091.0,1.0,1.0,987.0,False,False
TMEM67,6,5.393,0.00017896114861674155,False,0.0,0.0,0.06666666666666667,1981.0,2083.0,968.0,1.0,1.0,987.0,False,False
IL11RA,6,5.042,0.00016673112211570775,False,0.0,0.0,0.0,1981.0,2242.0,1159.0,1.0,1.0,2273.0,False,False
HERC5,6,5.05,0.00010877206353973786,False,0.0,0.0,0.13333333333333333,1981.0,2240.0,2910.0,1.0,1.0,513.0,False,False
ENSP00000499200,6,4.952,5.669947224114669e-05,False,0.0,0.0,0.0,1981.0,2306.0,7074.0,1.0,1.0,2273.0,False,False
NDUFB10,6,5.477,9.060521513575957e-05,False,0.0,0.0,0.0,1981.0,2035.0,4523.0,1.0,1.0,2273.0,False,False
IQGAP1,6,5.235,0.00013085670785547413,True,0.0,0.0,0.06666666666666667,1981.0,2157.0,2025.0,1.0,1.0,987.0,False,False
E2F6,6,4.785,0.00012466637855296936,False,0.0,0.0,0.0,1981.0,2384.0,2235.0,1.0,1.0,2273.0,False,False
PCLAF,5,4.176,7.600261750276242e-05,False,0.0,0.0,0.1,2435.0,2891.0,5526.0,1.0,1.0,630.0,False,False
WBP11,5,4.0329999999999995,8.436388718978995e-05,False,0.0,0.0,0.0,2435.0,2987.0,4945.0,1.0,1.0,2273.0,False,False
NSD2,5,4.286,7.640837290113504e-05,True,0.0,0.0,0.1,2435.0,2779.0,5493.0,1.0,1.0,630.0,False,False
TNNI2,5,4.744,0.00013141679040222832,False,0.0,0.0,0.1,2435.0,2399.0,2010.0,1.0,1.0,630.0,False,False
IL13RA2,5,4.051,0.00010840395210754779,False,0.0,0.0,0.0,2435.0,2972.0,2934.0,1.0,1.0,2273.0,False,False
PPP1R9B,5,3.917,0.00010029358555129725,False,0.0,0.0,0.0,2435.0,3062.0,3307.0,1.0,1.0,2273.0,False,False
ELP2,5,3.907,9.70425693807971e-05,True,0.0,0.0,0.1,2435.0,3067.0,3488.0,1.0,1.0,630.0,False,False
UPF2,5,4.374,8.720602873706877e-05,False,0.0,0.0,0.0,2435.0,2704.0,4758.0,1.0,1.0,2273.0,False,False
VARS1,5,4.244,6.767753950991017e-05,False,0.0,0.0,0.1,2435.0,2818.0,6232.0,1.0,1.0,630.0,False,False
CENPH,5,4.27,8.038617716465595e-05,False,0.0,0.0,0.1,2435.0,2794.0,5219.0,1.0,1.0,630.0,False,False
SHISA9,5,3.824,0.00010673207281075034,False,0.0,0.0,0.2,2435.0,3120.0,3011.0,1.0,1.0,258.0,False,False
OPTN,5,4.401,9.589841050117214e-05,False,0.0,0.0,0.0,2435.0,2669.0,3557.0,1.0,1.0,2273.0,False,False
TAS1R1,5,4.072,0.00018946276456208898,False,0.0,0.0,0.0,2435.0,2962.0,835.0,1.0,1.0,2273.0,False,False
SRPRB,5,4.138,4.8746902756059364e-05,False,0.0,0.0,0.1,2435.0,2920.0,7843.0,1.0,1.0,630.0,False,False
IGFBP3,5,4.166,0.00010055773039349686,False,0.0,0.0,0.0,2435.0,2902.0,3288.0,1.0,1.0,2273.0,False,False
KMT2C,5,4.442,7.645743549691304e-05,True,0.0,0.0,0.0,2435.0,2622.0,5491.0,1.0,1.0,2273.0,False,False
DNAJC6,5,3.88,0.00012375982058259615,False,0.0,0.0,0.0,2435.0,3085.0,2268.0,1.0,1.0,2273.0,False,False
FGG,5,4.3629999999999995,0.00011911745621731254,False,0.0,0.0,0.1,2435.0,2721.0,2461.0,1.0,1.0,630.0,False,False
ENG,5,4.095,9.218585514318551e-05,False,0.0,0.0,0.0,2435.0,2946.0,4434.0,1.0,1.0,2273.0,False,False
MUS81,5,4.176,0.00010580678315321004,False,0.0,0.0,0.0,2435.0,2891.0,3050.0,1.0,1.0,2273.0,False,False
DCAF7,5,4.171,0.00012646509627728267,False,0.0,0.0,0.0,2435.0,2896.0,2159.0,1.0,1.0,2273.0,False,False
LAMA2,5,4.225,0.0001141474263793319,False,0.0,0.0,0.1,2435.0,2840.0,2668.0,1.0,1.0,630.0,False,False
GPD1L,5,4.204,0.000131217927557972,False,0.0,0.0,0.0,2435.0,2869.0,2013.0,1.0,1.0,2273.0,False,False
HK3,5,4.306,0.000124770244187421,False,0.0,0.0,0.0,2435.0,2766.0,2231.0,1.0,1.0,2273.0,False,False
PCGF2,5,4.5440000000000005,9.5870206600015e-05,False,0.0,0.0,0.0,2435.0,2543.0,3562.0,1.0,1.0,2273.0,False,False
PFKFB4,5,4.027,0.00010380965018983869,False,0.0,0.0,0.0,2435.0,2991.0,3135.0,1.0,1.0,2273.0,False,False
NDUFB5,5,4.726,7.5828645714425e-05,False,0.0,0.0,0.0,2435.0,2411.0,5538.0,1.0,1.0,2273.0,False,False
KLHL3,5,4.668,0.00012317479784891642,False,0.0,0.0,0.1,2435.0,2462.0,2287.0,1.0,1.0,630.0,False,False
KIF4A,5,3.882,8.715420025848086e-05,False,0.0,0.0,0.1,2435.0,3082.0,4760.0,1.0,1.0,630.0,False,False
DYNC1LI1,5,4.344,0.0001153964304785273,False,0.0,0.0,0.0,2435.0,2734.0,2621.0,1.0,1.0,2273.0,False,False
EGR2,5,3.9459999999999997,9.31763599134991e-05,True,0.0,0.0,0.2,2435.0,3046.0,4372.0,1.0,1.0,258.0,False,False
TJP2,5,4.542,0.00011876339264435731,False,0.0,0.0,0.1,2435.0,2545.0,2479.0,1.0,1.0,630.0,False,False
KRTAP17-1,5,4.133,0.00019360860575670256,False,0.0,0.0,0.1,2435.0,2924.0,775.0,1.0,1.0,630.0,False,False
MYBBP1A,5,4.495,7.486087311772559e-05,False,0.0,0.0,0.1,2435.0,2581.0,5612.0,1.0,1.0,630.0,False,False
SPG7,5,4.144,0.00012478802935609552,False,0.0,0.0,0.0,2435.0,2916.0,2230.0,1.0,1.0,2273.0,False,False
THRB,5,4.118,8.08409810287918e-05,False,0.0,0.0,0.0,2435.0,2933.0,5186.0,1.0,1.0,2273.0,False,False
TXNRD3,5,4.006,0.00012760870570994852,False,0.0,0.0,0.2,2435.0,3001.0,2129.0,1.0,1.0,258.0,False,False
NUP107,5,4.319,0.00010769722571523299,False,0.0,0.0,0.0,2435.0,2756.0,2971.0,1.0,1.0,2273.0,False,False
STAR,5,4.317,0.00012444631623730748,False,0.0,0.0,0.0,2435.0,2757.0,2241.0,1.0,1.0,2273.0,False,False
CAMK2D,5,4.343,0.00011812575803151006,False,0.0,0.0,0.1,2435.0,2735.0,2504.0,1.0,1.0,630.0,False,False
